SSTTB1
5.0,0,109
14.0,1,3
19.8,0,83
20.0,0,84
20.2,0,85
24.0,1,2
27.0,0,23
29.0,1,1
30.0,0,38
32.0,0,24
49.5,1,5
74.0,2,71
75.0,0,110
90.0,0,23
95.0,0,24
95.3,1,6
105.0,0,26
115.1,1,2
120.0,0,21
120.1,1,1
123.5,1,7
123.8,0,39
124.1,1,4
124.3,0,51
124.5,0,35
124.7,0,15
124.9,0,2
125.1,1,17
125.2,1,8
100000000.0,0,0
SSTTB2
0.2,1,16
0.4,2,30
0.6,0,16
0.8,0,34
1.0,0,50
5.4,2,9
15.9,2,11
16.1,1,10
16.3,1,20
19.1,1,13
19.3,1,12
19.4,0,1
19.5,1,9
19.7,1,14
100000000.0,0,0
SSTTB3
0.1,2,38
0.2,2,48
0.5,2,24
0.7,1,15
0.8,1,19
0.9,2,31
1.0,2,20
1.1,2,19
1.2,0,33
1.3,0,86
1.4,2,33
1.5,0,28
1.7,0,48
1.9,2,49
2.0,3,52
3.0,2,12
6.2,2,60
6.4,2,88
6.7,2,25
6.9,2,59
7.7,2,6
7.8,2,99
11.7,0,17
11.9,2,104
30.7,2,23
31.0,0,107
61.4,0,22
125.0,2,30
130.0,2,9
191.4,0,4
202.7,0,23
207.7,0,24
212.7,2,90
225.0,2,30
230.0,2,9
290.9,0,23
295.9,0,24
300.0,2,7
331.2,3,54
331.4,2,8
332.3,0,39
332.5,2,71
335.1,2,3
335.3,2,42
100000000.0,0,0
SSTTB4
0.0,2,18
0.1,2,66
0.2,3,83
0.3,3,13
0.4,3,103
0.5,3,10
0.6,3,23
0.7,3,56
0.8,2,5
1.0,3,9
1.2,0,31
1.3,0,74
2.2,3,59
2.5,0,9
2.7,0,11
4.0,3,11
4.2,3,27
5.8,3,68
9.8,3,55
12.8,3,57
13.8,3,88
14.0,3,73
14.2,3,16
14.4,0,17
16.8,0,23
21.8,0,24
24.0,3,50
25.7,3,48
26.2,3,62
31.2,3,63
31.7,3,49
100000000.0,0,0
SSTTB5
0.1,3,12
0.2,3,98
0.3,3,42
0.4,3,101
0.6,0,43
0.8,3,69
1.2,3,104
1.4,3,79
1.6,3,24
3.5,0,12
3.7,0,75
4.1,3,29
4.2,0,23
5.0,0,68
6.5,3,48
7.0,3,62
9.2,0,24
10.0,0,18
10.2,0,53
10.4,0,106
11.3,0,19
12.0,3,63
12.5,3,49
22.0,3,47
59.0,3,111
59.1,3,107
61.0,3,112
61.1,3,108
82.1,0,3
87.0,3,43
87.1,3,102
87.2,0,46
500.0,3,8
602.6,3,25
2600.0,3,28
2648.0,3,29
5000.0,3,7
5400.0,3,28
5448.0,3,29
10500.0,3,28
10980.0,3,29
100000000.0,0,0
SSTTB6
0.1,0,80
0.3,0,69
1.0,3,48
1.2,0,23
1.4,3,62
6.2,0,24
6.4,3,63
7.0,3,49
10.0,3,13
10.5,3,46
36.3,3,77
36.5,3,95
37.3,0,81
38.3,3,78
38.5,3,96
41.1,3,37
41.3,3,26
41.6,3,70
42.0,3,89
42.2,3,84
42.8,3,72
43.5,3,90
44.2,3,87
45.4,3,71
48.0,3,85
48.1,3,39
48.3,3,3
219.0,3,28
249.0,3,22
254.0,3,58
259.0,3,82
400.0,3,48
400.2,0,23
400.4,3,62
405.2,0,24
405.4,3,63
406.0,3,49
450.0,3,32
450.1,3,17
493.6,0,80
496.3,3,42
496.4,3,101
496.5,0,43
496.6,3,4
496.7,3,81
496.8,3,60
497.0,3,86
497.2,3,84
497.6,3,36
499.2,3,87
499.8,3,61
500.0,3,3
501.3,3,74
504.3,3,75
520.0,3,39
559.4,3,83
560.0,0,81
568.6,3,10
569.4,3,59
569.6,3,23
570.0,3,9
573.0,3,43
573.1,3,102
573.2,0,46
577.2,0,9
577.3,3,4
577.4,0,11
577.5,3,81
577.6,0,31
577.8,0,74
578.0,3,11
578.2,3,103
578.4,3,80
578.6,3,27
588.0,3,16
683.0,0,5
850.0,3,33
892.1,3,97
100000000.0,0,0
SSTTB7
0.1,3,12
0.5,3,111
0.6,3,107
0.7,3,105
0.8,3,99
0.9,3,98
1.0,3,79
1.1,3,104
1.2,3,33
2.5,3,112
2.6,3,108
2.7,3,44
2.8,3,64
3.6,0,12
3.7,3,106
3.8,3,100
3.9,0,75
4.1,3,29
4.7,3,45
4.8,3,65
5.0,0,68
10.0,0,18
10.2,0,53
25.0,3,47
149.7,3,105
150.7,3,106
153.7,3,95
155.7,3,96
899.0,3,99
899.8,3,84
900.0,3,100
901.8,3,87
903.0,3,77
905.0,3,78
1200.0,0,65
1200.2,0,60
1200.4,0,82
3200.0,3,28
3248.0,3,29
3600.4,3,99
3602.4,3,64
3603.4,3,100
3604.4,3,65
4449.0,3,99
4500.0,3,100
4503.0,3,77
4505.0,3,78
7200.2,3,111
7200.3,3,107
7200.5,3,19
7202.2,3,112
7202.3,3,108
7890.0,3,28
7910.0,3,1
7920.0,3,14
7950.0,3,30
8100.0,3,31
8190.0,3,24
8220.2,3,15
8220.4,3,110
8223.0,3,29
8223.2,3,105
8223.4,3,99
8225.2,3,44
8225.4,3,64
8226.2,3,106
8226.4,3,100
8227.2,3,45
8227.4,3,65
