-0.000000;0.000000
-30.480000;0.042460
-60.960000;0.071804
-91.440000;-0.062410
-121.920000;-0.454927
-152.400000;-0.876453
-182.880000;-1.047902
-213.360000;-0.984778
-243.840000;-0.971345
-274.320000;-1.220524
-304.800000;-1.621573
-335.280000;-2.026060
-365.760000;-2.438380
-396.240000;-2.827244
-426.720000;-3.040784
-457.200000;-3.002589
-487.680000;-2.956068
-518.160000;-3.154460
-548.640000;-3.537597
-579.120000;-3.952517
-609.600000;-4.319522
-640.080000;-4.685498
-670.560000;-5.050217
-701.040000;-5.366691
-731.520000;-5.716964
-762.000000;-6.254250
-792.480000;-7.034597
-822.960000;-7.802586
-853.440000;-8.317388
-883.920000;-8.659161
-914.400000;-8.979493
-944.880000;-9.306235
-975.360000;-9.638198
-1005.840000;-10.121547
-1036.320000;-10.817670
-1066.800000;-11.603591
-1097.280000;-12.350278
-1127.760000;-13.082230
-1158.240000;-13.814182
-1188.720000;-14.546134
-1219.200000;-15.278086
-1249.680000;-16.010039
-1280.160000;-16.741991
-1310.640000;-17.473943
-1341.120000;-18.205895
-1371.600000;-18.937847
-1402.080000;-19.669799
-1432.560000;-20.401752
-1463.040000;-21.133704
-1493.520000;-21.865656
-1524.000000;-22.597608
-1554.480000;-23.329560
-1584.960000;-24.061971
-1615.440000;-24.840941
-1645.920000;-25.594436
-1676.400000;-26.177532
-1706.880000;-26.557821
-1737.360000;-26.868994
-1767.840000;-27.206755
-1798.320000;-27.521055
-1828.800000;-27.939529
-1859.280000;-28.610619
-1889.760000;-29.421748
-1920.240000;-30.081638
-1950.720000;-30.492925
-1981.200000;-30.806089
-2011.680000;-31.144340
-2042.160000;-31.455456
-2072.640000;-31.841738
-2103.120000;-32.457975
-2133.600000;-33.264576
-2164.080000;-33.976087
-2194.560000;-34.424211
-2225.040000;-34.745087
-2255.520000;-35.079127
-2286.000000;-35.392782
-2316.480000;-35.752594
-2346.960000;-36.299771
-2377.440000;-37.036018
-2407.920000;-37.820698
-2438.400000;-38.556173
-2468.880000;-39.288125
-2499.360000;-40.020027
-2529.840000;-40.707918
-2560.320000;-41.412958
-2590.800000;-42.275746
-2621.280000;-43.297168
-2651.760000;-44.452530
-2682.240000;-45.758662
-2712.720000;-47.235075
-2743.200000;-48.749578
-2773.680000;-50.183162
-2804.160000;-51.605129
-2834.640000;-53.162247
-2865.120000;-54.936865
-2895.600000;-56.817929
-2926.080000;-58.653032
-2956.560000;-60.373479
-2987.040000;-62.227608
-3017.520000;-64.484671
-3048.000000;-67.086493
-3078.480000;-69.743812
-3108.960000;-72.270514
-3139.440000;-74.795109
-3169.920000;-77.465011
-3200.400000;-80.349849
-3230.880000;-83.330794
-3261.360000;-86.264841
-3291.840000;-89.137827
-3322.320000;-92.087994
-3352.800000;-95.245351
-3383.280000;-98.565888
-3413.760000;-101.903833
-3444.240000;-105.238367
-3474.720000;-108.563961
-3505.200000;-111.734339
-3535.680000;-114.693552
-3566.160000;-117.567001
-3596.640000;-120.495391
-3627.120000;-123.477402
-3657.600000;-126.371890
-3688.080000;-129.111948
-3718.560000;-131.731383
-3749.040000;-134.090010
-3779.520000;-136.096085
-3810.000000;-137.853450
-3840.480000;-139.502055
-3870.960000;-141.040628
-3901.440000;-142.445262
-3931.920000;-143.733509
-3962.400000;-144.923122
-3992.880000;-145.880930
-4023.360000;-146.489339
-4053.840000;-146.820217
-4084.320000;-147.020363
-4114.800000;-147.169733
-4145.280000;-147.155655
-4175.760000;-146.833746
-4206.240000;-146.177498
-4236.720000;-145.322230
-4267.200000;-144.380370
-4297.680000;-143.311851
-4328.160000;-142.109395
-4358.640000;-140.773000
-4389.120000;-139.302666
-4419.600000;-137.698394
-4450.080000;-135.960183
-4480.560000;-134.088034
-4511.040000;-132.070647
-4541.520000;-129.875861
-4572.000000;-127.626336
-4602.480000;-125.425670
-4632.960000;-123.229814
-4663.440000;-121.033957
-4693.920000;-118.838101
-4724.400000;-116.642244
-4754.880000;-114.442524
-4785.360000;-112.193650
-4815.840000;-109.994968
-4846.320000;-107.986652
-4876.800000;-106.164357
-4907.280000;-104.386460
-4937.760000;-102.500277
-4968.240000;-100.581502
-4998.720000;-98.920489
-5029.200000;-97.696325
-5059.680000;-96.697670
-5090.160000;-95.633701
-5120.640000;-94.427184
-5151.120000;-93.341732
-5181.600000;-92.633039
-5212.080000;-92.245586
-5242.560000;-92.026128
-5273.040000;-91.926119
-5303.520000;-91.965157
-5334.000000;-91.998999
-5364.480000;-91.950128
-5394.960000;-91.932783
-5425.440000;-92.082202
-5455.920000;-92.384766
-5486.400000;-92.821268
-5516.880000;-93.413853
-5547.360000;-94.168523
-5577.840000;-94.946907
-5608.320000;-95.641117
-5638.800000;-96.337862
-5669.280000;-97.186191
-5699.760000;-98.297207
-5730.240000;-99.458429
-5760.720000;-100.385482
-5791.200000;-101.062092
-5821.680000;-101.767195
-5852.160000;-102.756658
-5882.640000;-103.931124
-5913.120000;-104.998399
-5943.600000;-105.804250
-5974.080000;-106.489022
-6004.560000;-107.194576
-6035.040000;-107.926528
-6065.520000;-108.658480
-6096.000000;-109.405767
-6126.480000;-110.191483
-6156.960000;-110.885641
-6187.440000;-111.366379
-6217.920000;-111.697415
-6248.400000;-112.025097
-6278.880000;-112.391073
-6309.360000;-112.757049
-6339.840000;-113.123025
-6370.320000;-113.489001
-6400.800000;-113.854977
-6431.280000;-114.220953
-6461.760000;-114.586929
-6492.240000;-114.952905
-6522.720000;-115.318881
-6553.200000;-115.684857
-6583.680000;-116.050834
-6614.160000;-116.416810
-6644.640000;-116.782786
-6675.120000;-117.148762
-6705.600000;-117.514738
-6736.080000;-117.880714
-6766.560000;-118.246690
-6797.040000;-118.612666
-6827.520000;-118.978642
-6858.000000;-119.305701
-6888.480000;-119.637527
-6918.960000;-120.123201
-6949.440000;-120.870919
-6979.920000;-121.664809
-7010.400000;-122.233955
-7040.880000;-122.597539
-7071.360000;-122.910417
-7101.840000;-123.245428
-7132.320000;-123.564717
-7162.800000;-124.006597
-7193.280000;-124.710478
-7223.760000;-125.518546
-7254.240000;-126.138832
-7284.720000;-126.476181
-7315.200000;-126.788041
-7345.680000;-127.336433
-7376.160000;-128.079151
-7406.640000;-128.862232
-7437.120000;-129.627525
-7467.600000;-130.402351
-7498.080000;-131.044281
-7528.560000;-131.468320
-7559.040000;-131.783639
-7589.520000;-132.120896
-7620.000000;-132.432277
-7650.480000;-132.808223
-7680.960000;-133.404015
-7711.440000;-134.206107
-7741.920000;-134.934306
-7772.400000;-135.397930
-7802.880000;-135.723052
-7833.360000;-136.055853
-7863.840000;-136.421829
-7894.320000;-136.787805
-7924.800000;-137.153781
-7955.280000;-137.519757
-7985.760000;-137.885733
-8016.240000;-138.251709
-8046.720000;-138.617685
-8077.200000;-138.983662
-8107.680000;-139.349638
-8138.160000;-139.715614
-8168.640000;-140.081590
-8199.120000;-140.447566
-8229.600000;-140.813542
-8260.080000;-141.179518
-8290.560000;-141.545494
-8321.040000;-141.911470
-8351.520000;-142.305256
-8382.000000;-142.717233
-8412.480000;-143.004568
-8442.960000;-143.029221
-8473.440000;-142.953721
-8503.920000;-143.069706
-8534.400000;-143.466647
-8564.880000;-143.885044
-8595.360000;-144.064822
-8625.840000;-144.052508
-8656.320000;-144.001848
-8686.800000;-143.967974
-8717.280000;-143.925929
-8747.760000;-144.019376
-8778.240000;-144.377356
-8808.720000;-144.814806
-8839.200000;-145.050004
-8869.680000;-145.062620
-8900.160000;-145.007881
-8930.640000;-145.020516
-8961.120000;-145.071814
-8991.600000;-145.017180
-9022.080000;-144.708843
-9052.560000;-144.263783
-9083.040000;-143.973157
-9113.520000;-143.929890
-9144.000000;-143.982985
-9174.480000;-144.000000
-9204.960000;-144.000000
-9235.440000;-144.000000
-9265.920000;-144.000000
-9296.400000;-144.000000
-9326.880000;-144.000000
-9357.360000;-144.040586
-9387.840000;-144.072539
-9418.320000;-143.946093
-9448.800000;-143.559162
-9479.280000;-143.134126
-9509.760000;-142.938643
-9540.240000;-142.944388
-9570.720000;-142.996804
-9601.200000;-143.000000
-9631.680000;-143.000000
-9662.160000;-143.000000
-9692.640000;-143.000000
-9723.120000;-143.000000
-9753.600000;-143.000000
-9784.080000;-143.000000
-9814.560000;-143.000000
-9845.040000;-143.000000
-9875.520000;-143.000000
